Country,Project Name,Unit Name,Project Name in Local Language / Script,Other Name(s),Capacity (MW),Fuel 1,Fuel 2,Fuel 3,Operating Status,Is conversion?,Start year,Retired year,Operator,Operator Name in Local Language / Script,Owner,Owner Name in Local Language / Script,Latitude,Longitude,Location accuracy,City,"Local area (taluk, county)","Major area (prefecture, district)",State/Province,Subregion,Region,GEM location ID,GEM phase ID,Other IDs (location),Other IDs (unit/phase),Wiki URL
China,Shaanxi Lanniao power station,2,陕西蓝鸟生物质能发电厂,,30,agricultural waste (solids),wood & other biomass (solids),,shelved,no conversion,,,Shaanxi Bluebirdme Biomass Power Plant CO LTD,陕西蓝鸟生物质能发电有限公司,Korea Carbon Energy International CO LTD[37%]; Shanghai Bluebirdme Technology CO LTD[25%]; Heilongjiang Hualong Power Engineering CO LTD [25%]; Shanghai Dingchen Automation Engineering CO LTD [14%],韩国碳能源国际有限公司[37%]; 上海蓝鸟科技股份有限公司[25%]; 黑龙江华隆电力工程有限公司[25%];上海鼎辰自动化工程有限公司[14%],34.4881,108.4177,approximate,,Liquan County,Xianyang,Shaanxi,Eastern Asia,Asia,L200140,G200152,,,https://gem.wiki/Shaanxi_Lanniao_power_station
China,Shandong Gaotang power station,1,国能高唐生物质发电项目,,30,agricultural waste (solids),wood & other biomass (solids),,operating,no conversion,2007,,National Gaotang Bio Energy CO LTD,国能高唐生物发电有限公司,National Bio Energy Group LTD,国能生物发电集团有限公司,36.8702,116.2261,approximate,,Gaotang County,Liaocheng,Shandong,Eastern Asia,Asia,L200170,G200190,,,https://gem.wiki/Shandong_Gaotang_power_station
China,Shandong Huimin power station,1,国能惠民生物发电厂,,30,agricultural waste (solids),wood & other biomass (solids),,operating,no conversion,2012,,Guoneng Huimin Bio Power Generation CO LTD,国能惠民生物发电有限公司,National Bio Energy Group LTD,国能生物发电集团有限公司,37.3594,117.5859,approximate,Xindian Town,Huimin County,Binzhou,Shandong,Eastern Asia,Asia,L200119,G200126,,,https://gem.wiki/Shandong_Huimin_power_station
China,Shandong Kenli power station,1,国能垦利生物发电厂,,30,agricultural waste (solids),,,operating,no conversion,2007,,National Kenli Bio Energy CO LTD,国能垦利生物发电有限公司,National Bio Energy Group LTD,国能生物发电集团有限公司,37.5911,118.5428,approximate,,Kenli District,Dongying,Shandong,Eastern Asia,Asia,L200133,G200140,,,https://gem.wiki/Shandong_Kenli_power_station
China,Shandong Laiyang power station,1,山东莱阳生物质发电厂,,30,unknown,,,shelved,no conversion,,,Laiyang Everbright Environmental Energy CO LTD,莱阳光大环保能源有限公司,Everbright Environmental Energy (Shandong) Holdings CO LTD,光大环保能源（山东）控股有限公司,36.9811,120.7067,approximate,,Laiyang,Yantai,Shandong,Eastern Asia,Asia,L200151,G200167,,,https://gem.wiki/Shandong_Laiyang_power_station
China,Shandong Linyi power station,1,国能临沂生物发电厂,,30,agricultural waste (solids),wood & other biomass (solids),,operating,no conversion,2011,,Guoneng Linyi Bio Power Generation CO LTD,国能临沂生物发电有限公司,National Bio Energy Group LTD,国能生物发电集团有限公司,35.1073,118.3560,approximate,,Lanshan District,Linyi,Shandong,Eastern Asia,Asia,L200154,G200172,,,https://gem.wiki/Shandong_Linyi_power_station
China,Shandong Ningyang power station,1,国能宁阳生物发电厂,,30,agricultural waste (solids),wood & other biomass (solids),,operating,no conversion,2010,,Guoneng Ningyang Biological Power Generation CO LTD,国能宁阳生物发电有限公司,National Bio Energy Group LTD,国能生物发电集团有限公司,35.7638,116.8068,approximate,,Ningyang County,Tai'an,Shandong,Eastern Asia,Asia,L200155,G200173,,,https://gem.wiki/Shandong_Ningyang_power_station
China,Shandong Shanxian power station,1,山东菏泽单县生物发电厂,,30,agricultural waste (solids),wood & other biomass (solids),,operating,no conversion,2006,,National Shan County Bio Energy CO LTD,国能单县生物发电有限公司,National Bio Energy Group LTD,国能生物发电集团有限公司,34.7960,116.0891,approximate,,Shan County,Heze,Shandong,Eastern Asia,Asia,L200156,G200174,,,https://gem.wiki/Shandong_Shanxian_power_station
China,Shandong Yishui power station,1,山东沂水生物质发电厂,沂水长青环保能源有限公司生物质发电项目,30,agricultural waste (solids),wood & other biomass (solids),,operating,no conversion,2011,,Yishui Changqing Environmental Protection Energy CO LTD,沂水长青环保能源有限公司,Guangdong Chant Group INC,广东长青（集团）股份有限公司,35.7838,118.5969,approximate,Longjiaquan Town,Yishui County,Linyi,Shandong,Eastern Asia,Asia,L200157,G200175,,,https://gem.wiki/Shandong_Yishui_power_station
China,Shandong Yutai power station,1,山东省鱼台生物质发电项目,,30,agricultural waste (solids),,,operating,no conversion,2015,,Yutai Changqing Environmental Protection Energy CO LTD,鱼台长青环保能源有限公司,Guangdong Chant Group INC,广东长青（集团）股份有限公司,34.9340,116.4698,approximate,Yucheng Town,Yutai County,Jining,Shandong,Eastern Asia,Asia,L200164,G200182,,,https://gem.wiki/Shandong_Yutai_power_station
China,Shanghai Laogang power station,2-1,上海老港生活垃圾焚烧发电厂二期,老港再生能源利用中心二期,50,refuse (municipal and industrial wastes),,,operating,no conversion,2019,,Shanghai Laogang Solid Waste Comprehensive Development CO LTD,上海老港固废综合开发有限公司,Shanghai Chengtou Laogang Base Management CO LTD,上海城投老港基地管理有限公司,31.0412,121.8394,approximate,Laogang Town,Pudong,Shanghai,,Eastern Asia,Asia,L200174,G200196,,,https://gem.wiki/Shanghai_Laogang_power_station
China,Shanghai Laogang power station,2-2,上海老港生活垃圾焚烧发电厂二期,老港再生能源利用中心二期,50,refuse (municipal and industrial wastes),,,operating,no conversion,2019,,Shanghai Laogang Solid Waste Comprehensive Development CO LTD,上海老港固废综合开发有限公司,Shanghai Chengtou Laogang Base Management CO LTD,上海城投老港基地管理有限公司,31.0412,121.8394,approximate,Laogang Town,Pudong,Shanghai,,Eastern Asia,Asia,L200174,G200197,,,https://gem.wiki/Shanghai_Laogang_power_station
China,Shanghai Laogang power station,2-3,上海老港生活垃圾焚烧发电厂二期,老港再生能源利用中心二期,50,refuse (municipal and industrial wastes),,,operating,no conversion,2019,,Shanghai Laogang Solid Waste Comprehensive Development CO LTD,上海老港固废综合开发有限公司,Shanghai Chengtou Laogang Base Management CO LTD,上海城投老港基地管理有限公司,31.0412,121.8394,approximate,Laogang Town,Pudong,Shanghai,,Eastern Asia,Asia,L200174,G200198,,,https://gem.wiki/Shanghai_Laogang_power_station
China,Sichuan Mianzhu power station,1,绵竹生物质发电项目,,30,agricultural waste (solids),wood & other biomass (solids),,operating,no conversion,2018,,Everbright Urban Rural Renewable Energy (Mianzhu) CO LTD,光大城乡再生能源（绵竹）有限公司,Everbright Urban and Rural Renewable Energy (Deyang) Holdings CO LTD,光大城乡再生能源(德阳)控股有限公司,31.2066,104.1790,approximate,Xinshi Industry Centralized Development Area,Mianzhu,Deyang,Sichuan,Eastern Asia,Asia,L200124,G200131,,,https://gem.wiki/Sichuan_Mianzhu_power_station
China,Xinjiang Urumqi Jinghuan power station,1,乌鲁木齐京环生活垃圾焚烧发电厂,,36,refuse (municipal and industrial wastes),,,operating,no conversion,2020,,Urumqi Jinghuan Environmental Energy CO LTD,乌鲁木齐市京环环境能源有限公司,Beijing Environment CO LTD[70%]; Beijing Puneng International Investment CO LTD[30%],北京环境有限公司[70%]; 北京普能国际投资有限公司[30%],44.0290,87.7874,approximate,Baiyanghe Town,Midong District,Urumqi,Xinjiang,Eastern Asia,Asia,L200099,G200104,,,https://gem.wiki/Xinjiang_Urumqi_Jinghuan_power_station
China,Xinjiang Urumqi Jinghuan power station,2,乌鲁木齐京环生活垃圾焚烧发电厂,,36,refuse (municipal and industrial wastes),,,operating,no conversion,2020,,Urumqi Jinghuan Environmental Energy CO LTD,乌鲁木齐市京环环境能源有限公司,Beijing Environment CO LTD[70%]; Beijing Puneng International Investment CO LTD[30%],北京环境有限公司[70%]; 北京普能国际投资有限公司[30%],44.0290,87.7874,approximate,Baiyanghe Town,Midong District,Urumqi,Xinjiang,Eastern Asia,Asia,L200099,G200105,,,https://gem.wiki/Xinjiang_Urumqi_Jinghuan_power_station
China,Yunnan Kunming East District power station,1,昆明东郊垃圾焚烧发电厂,云南双星昆明东郊垃圾焚烧发电厂,30,refuse (municipal and industrial wastes),,,retired,no conversion,2010,2019,Kunming Zhongdian Environmental Protection Power CO LTD,昆明中电环保电力有限公司,CHINA STAR INTERNATIONAL HOLDINGS LIMITED,中诚国际集团有限公司,24.9903,102.8616,approximate,,Dongjiao,Kunming,Yunnan,Eastern Asia,Asia,L200175,G200199,,,https://gem.wiki/Yunnan_Kunming_East_District_power_station
China,Yunnan Kunming East District power station,2,昆明市东郊垃圾焚烧发电厂异地新建项目,,40,refuse (municipal and industrial wastes),,,pre-construction,no conversion,,,Kunming Zhongdian Environmental Protection Power CO LTD,昆明中电环保电力有限公司,CHINA STAR INTERNATIONAL HOLDINGS LIMITED,中诚国际集团有限公司,24.8864,103.2035,approximate,Shenjiatian,Yiliang County,Kunming,Yunnan,Eastern Asia,Asia,L200175,G200200,,,https://gem.wiki/Yunnan_Kunming_East_District_power_station
China,Zhejiang Yuhang Jiufeng power station,1,杭州九峰垃圾焚烧发电项目,,35,refuse (municipal and industrial wastes),,,operating,no conversion,2017,,Everbright Environmental Energy (Hangzhou) CoO LTD,光大环保能源（杭州）有限公司,Everbright Environmental Energy (Zhejiang) Holdings CO LTD[70%]; Hangzhou Environment Group CO LTD[20%]; Hangzhou Yuhang Urban Construction Group CO LTD[10%],光大环保能源（浙江）控股有限公司[70%]; 杭州市环境集团有限公司[20%]; 杭州临平城市建设集团有限公司[10%],30.4220,120.2896,approximate,,Yuhang District,Hangzhou,Zhejiang,Eastern Asia,Asia,L200172,G200192,,,https://gem.wiki/Zhejiang_Yuhang_Jiufeng_power_station
China,Zhejiang Yuhang Jiufeng power station,2,杭州九峰垃圾焚烧发电项目,,35,refuse (municipal and industrial wastes),,,operating,no conversion,2017,,Everbright Environmental Energy (Hangzhou) CoO LTD,光大环保能源（杭州）有限公司,Everbright Environmental Energy (Zhejiang) Holdings CO LTD[70%]; Hangzhou Environment Group CO LTD[20%]; Hangzhou Yuhang Urban Construction Group CO LTD[10%],光大环保能源（浙江）控股有限公司[70%]; 杭州市环境集团有限公司[20%]; 杭州临平城市建设集团有限公司[10%],30.4220,120.2896,approximate,,Yuhang District,Hangzhou,Zhejiang,Eastern Asia,Asia,L200172,G200193,,,https://gem.wiki/Zhejiang_Yuhang_Jiufeng_power_station
Colombia,El Alcaraván power station,1,Planta de biomasa El Alcaraván,,35,agricultural waste (solids),,,operating,no conversion,2017,,Bioenergy SA (Colombia),,Bioenergy SA (Colombia),,4.1772,-72.6057,exact,Puerto López,,,Meta,Latin America and the Caribbean,Americas,L200491,G200556,,,https://gem.wiki/El_Alcaraván_power_station
Colombia,Riopaila power station,1,Central de biomasa Riopaila,,36,agricultural waste (solids),,,operating,no conversion,2015,,Riopaila Energía SAS ESP,,Riopaila Energía SAS ESP,,4.3190,-76.0888,exact,Zarzal,,,Valle del Cauca,Latin America and the Caribbean,Americas,L200571,G200653,,,https://gem.wiki/Riopaila_power_station
Côte d'Ivoire,Divo power station,1,,,65,biodiesel,,,construction,no conversion,2023,,,,Société des Energies Nouvelles,,5.8415,-5.3619,approximate,Divo,,Lôh-Djiboua,Gôh-Djiboua,Sub-Saharan Africa,Africa,L200017,G200019,,,https://gem.wiki/Divo_power_station
Cuba,Ciro Redondo power station,1,Planta de biomasa Ciro Redondo,,60,wood & other biomass (solids),agricultural waste (solids),,operating,no conversion,2021,,Biopower SA,,Biopower SA,,22.0091,-78.7052,exact,Ciro Redondo,,,Ciego de Ávila,Latin America and the Caribbean,Americas,L200189,G200214,,,https://gem.wiki/Ciro_Redondo_power_station
Denmark,Amager Bakke power station,1,,Copenhill WTE,63,refuse (municipal and industrial wastes),,,operating,no conversion,2019,,,,Amager Resourcecenter,,55.6842,12.6193,exact,Copenhagen,,,Capital Region of Denmark,Northern Europe,Europe,L200213,G200242,,,https://gem.wiki/Amager_Bakke_power_station
Denmark,Amager power station,"AMV1, Block 1",,,68,wood & other biomass (solids),,,operating,conversion from coal to bioenergy,2010,,,,HOFOR AS,,55.6863,12.6274,exact,Copenhagen,,,Capital Region of Denmark,Northern Europe,Europe,L101814,G100139,,,https://www.gem.wiki/Amager_power_station
Denmark,Amager power station,"AMV4, Block 4",,,150,wood & other biomass (solids),,,operating,no conversion,2020,,,,HOFOR AS,,55.6863,12.6274,exact,Copenhagen,,,Capital Region of Denmark,Northern Europe,Europe,L101814,G200243,,,https://www.gem.wiki/Amager_power_station
Denmark,Herning power station,1,,,80,wood & other biomass (solids),,,operating,conversion from coal to bioenergy,2009,,,,Ørsted,,56.1214,9.0068,exact,,,,Central Denmark Region,Northern Europe,Europe,L200203,G200229,WRI: WRI1022044,,https://gem.wiki/Herning_power_station
Denmark,Lisbjerg power station,1,,Biomassefyret Kraftvarmeværk,37,agricultural waste (solids),wood & other biomass (solids),,operating,no conversion,2017,,,,Aarhaus Kommune,,56.2277,10.1574,exact,Aarhus,,,Central Denmark Region,Northern Europe,Europe,L200261,G200294,,,https://gem.wiki/Lisbjerg_power_station
Djibouti,CREC Renewable Energy Park power station,1,,,35,refuse (municipal and industrial wastes),,,pre-construction,no conversion,,,,,CR Energy Concepts,,11.4809,43.1859,approximate,,,,Arta,Sub-Saharan Africa,Africa,L200018,G200020,,,https://gem.wiki/CREC_Renewable_Energy_Park_power_station
Dominican Republic,San Pedro power station (Dominican Republic),1,Planta de biomasa San Pedro,,30,agricultural waste (solids),wood & other biomass (solids),,operating,no conversion,2017,,San Pedro Bio Energy,,San Pedro Bio Energy,,18.4663,-69.3307,exact,San Pedro de Macorís,,,San Pedro de Macorís,Latin America and the Caribbean,Americas,L200197,G200222,,,https://gem.wiki/San_Pedro_power_station_(Dominican_Republic)
Dominican Republic,San Pedro power station (Dominican Republic),2,Planta de biomasa San Pedro,,35,agricultural waste (solids),wood & other biomass (solids),,announced,no conversion,,,San Pedro Bio Energy,,San Pedro Bio Energy,,18.4663,-69.3307,exact,San Pedro de Macorís,,,San Pedro de Macorís,Latin America and the Caribbean,Americas,L200197,G200223,,,https://gem.wiki/San_Pedro_power_station_(Dominican_Republic)
El Salvador,Chaparrastique power station,1,Central de biomasa Chaparrastique,,62,agricultural waste (solids),,,operating,no conversion,2015,,CASSA (Compañía Azucarera Salvadoreña),,CASSA (Compañía Azucarera Salvadoreña),,13.4395,-88.1517,exact,El Jute Brisas del Río,,,San Miguel,Latin America and the Caribbean,Americas,L200188,G200213,,,https://gem.wiki/Chaparrastique_power_station
El Salvador,Ingenio El Ángel power station,1,Central de biomasa Ingenio El Ángel,,95,agricultural waste (solids),,,operating,no conversion,2016,,Grupo El Ángel,,Grupo El Ángel,,13.8003,-89.1991,exact,Apopa,,,San Salvador,Latin America and the Caribbean,Americas,L200193,G200218,,,https://gem.wiki/Ingenio_El_Ángel_power_station
El Salvador,Ingenio Jiboa power station,1,Central de biomasa Ingenio Jiboa,,45,agricultural waste (solids),,,operating,no conversion,2015,,Ingenio Central Azucarero Jiboa SA de CV,,Ingenio Central Azucarero Jiboa SA de CV,,13.5840,-88.7822,exact,San Antonio,,,San Vicente,Latin America and the Caribbean,Americas,L200194,G200219,,,https://gem.wiki/Ingenio_Jiboa_power_station
El Salvador,Izalco power station,1,Central de biomasa Izalco,,45,agricultural waste (solids),,,operating,no conversion,2005,,CASSA (Compañía Azucarera Salvadoreña),,CASSA (Compañía Azucarera Salvadoreña),,13.7276,-89.7055,exact,Izalco,,,Sonsonate,Latin America and the Caribbean,Americas,L200196,G200221,,,https://gem.wiki/Izalco_power_station
Eswatini,Simunye Sugar Cogeneration power station,1,,Simunye Mill,47,agricultural waste (solids),,,operating,no conversion,,,,,Royal Eswatini Sugar Corporation,,-26.1766,31.9079,exact,,Inkhundla Mhlume,,Lubombo,Sub-Saharan Africa,Africa,L200010,G200010,,,https://gem.wiki/Simunye_Sugar_Cogeneration_power_station
Eswatini,Ubombo Sugar Mill power station,1,,,40,agricultural waste (solids),,,operating,no conversion,,,,,Ubombo Sugar LTD,,-26.7756,31.9386,exact,,Inkhundla Nkilongo,,Lubombo,Sub-Saharan Africa,Africa,L200013,G200014,,,https://gem.wiki/Ubombo_Sugar_Mill_power_station
Eswatini,Usutu power station,1,,,35,wood & other biomass (solids),,,announced,no conversion,,,,,Montigny,,-26.5317,31.0081,exact,,Inkhundla Mhlambanyatsi,,Manzini Region,Sub-Saharan Africa,Africa,L200022,G200024,,,https://gem.wiki/Usutu_power_station
