Country,Project Name,Unit Name,Project Name in Local Language / Script,Other Name(s),Capacity (MW),Fuel 1,Fuel 2,Fuel 3,Operating Status,Is conversion?,Start year,Retired year,Operator,Operator Name in Local Language / Script,Owner,Owner Name in Local Language / Script,Latitude,Longitude,Location accuracy,City,"Local area (taluk, county)","Major area (prefecture, district)",State/Province,Subregion,Region,GEM location ID,GEM phase ID,Other IDs (location),Other IDs (unit/phase),Wiki URL
Netherlands,Eneco Bio Golden Raand power station,1,,,49,wood & other biomass (solids),,,operating,no conversion,2013,,Valmet,,Eneco,,53.3125,6.9844,exact,,,,Groningen,Western Europe,Europe,L200240,G200272,,,https://gem.wiki/Eneco_Bio_Golden_Raand_power_station
Netherlands,HVC Dodrecht power station,1,,,32,refuse (municipal and industrial wastes),,,operating,no conversion,1973,,,,HVC,,51.8158,4.7371,exact,Dordrecht,,,South Holland,Western Europe,Europe,L200250,G200283,,,https://gem.wiki/HVC_Dodrecht_power_station
Netherlands,PreZero ReEnergy Roosendal power station,1,,,39,refuse (municipal and industrial wastes),,,operating,no conversion,2011,,SITA ReEnergy Roosendaal BV,,SITA ReEnergy Roosendaal BV,,51.5471,4.4428,exact,,,,North Brabant,Western Europe,Europe,L200281,G200314,,,https://gem.wiki/PreZero_ReEnergy_Roosendal_power_station
Netherlands,Twence Afval power station,1,,,56,refuse (municipal and industrial wastes),,,operating,no conversion,1997,,,,Twence Holding,,52.2342,6.7862,exact,Enschede,,,Overijssel,Western Europe,Europe,L200311,G200347,,,https://gem.wiki/Twence_Afval_power_station
Netherlands,Wijster power station,1,,,54,refuse (municipal and industrial wastes),,,operating,no conversion,1992,,,,Attero Noord,,52.7930,6.5154,exact,,,,Drenthe,Western Europe,Europe,L200319,G200355,,,https://gem.wiki/Wijster_power_station
Nicaragua,Ingenio Benjamín Zeledón power station,1,Planta de biomasa Ingenio Benjamín Zeledón,Ingenio CASUR,40,agricultural waste (solids),,,operating,no conversion,2019,,EGERSA (Empresa Generadora De Energía Renovable De Rivas SA),,EGERSA (Empresa Generadora De Energía Renovable De Rivas SA),,11.4866,-85.8375,exact,Potosí,,,Rivas,Latin America and the Caribbean,Americas,L200192,G200217,,,https://gem.wiki/Ingenio_Benjamín_Zeledón_power_station
Nicaragua,Ingenio Montelimar power station,1,Planta de biomasa Ingenio Montelimar,,38,agricultural waste (solids),,,operating,no conversion,2016,,Cogeneración Green Power SA,,Cogeneración Green Power SA,,11.8172,-86.5119,exact,San Rafael del Sur,,,Managua,Latin America and the Caribbean,Americas,L200195,G200220,,,https://gem.wiki/Ingenio_Montelimar_power_station
Pakistan,Bahawalpur power station,1,,,31,agricultural waste (solids),,,pre-construction,no conversion,2024,,Ashraf Sugar Mills LTD,,Bahawalpur Energy LTD,,29.2923,71.5088,exact,,,,Punjab,Southern Asia,Asia,L200086,G200091,,,https://gem.wiki/Bahawalpur_power_station
Pakistan,Chiniot power station,1,,,62,agricultural waste (solids),,,operating,no conversion,2015,,Ramzan Sugar Mills LTD,,Chiniot Power LTD,,31.6116,72.7607,exact,Chiniot,,,Punjab,Southern Asia,Asia,L200041,G200044,,,https://gem.wiki/Chiniot_power_station
Pakistan,Hunza power station,1,,,49,agricultural waste (solids),,,pre-construction,no conversion,2024,,Hunza Power Private LTD,,Hunza Power Private LTD,,31.1163,72.0555,exact,,,,Punjab,Southern Asia,Asia,L200051,G200054,,,https://gem.wiki/Hunza_power_station
Pakistan,Indus Sugar Mill power station,1,,,30,agricultural waste (solids),,,pre-construction,no conversion,2024,,Indus Sugar Mill LTD,,Indus Energy LTD,,29.0135,70.3333,exact,,,,Punjab,Southern Asia,Asia,L200087,G200092,,,https://gem.wiki/Indus_Sugar_Mill_power_station
Pakistan,Ittefaq Sugar Mills power station,1,,,31,agricultural waste (solids),,,pre-construction,no conversion,2024,,Ittefaq Sugar Mills LTD,,Ittefaq Power LTD,,30.5253,73.2013,exact,,,,Punjab,Southern Asia,Asia,L200088,G200093,,,https://gem.wiki/Ittefaq_Sugar_Mills_power_station
Pakistan,Kashmir Sugar Mills power station,1,,,40,wood & other biomass (solids),,,pre-construction,no conversion,2023,,Kashmir Sugar Mills LTD,,Kashmir Power Private LTD,,30.8236,72.1429,exact,Shorkot,,,Punjab,Southern Asia,Asia,L200089,G200094,,,https://gem.wiki/Kashmir_Sugar_Mills_power_station
Pakistan,Lahore Waste-to-Energy power station,1,,,40,refuse (municipal and industrial wastes),,,announced,no conversion,,,,,Lahore Xingzhong Renewable Energy CO LTD,,31.6277,74.4186,approximate,Lahore,,,Punjab,Southern Asia,Asia,L200037,G200040,,,https://gem.wiki/Lahore_Waste-to-Energy_power_station
Pakistan,Shahtaj Sugar Mills power station,1,,,32,agricultural waste (solids),,,pre-construction,no conversion,2023,,,,Shahtaj Sugar Mills LTD,,32.5887,73.4546,exact,,,,Punjab,Southern Asia,Asia,L200090,G200095,,,https://gem.wiki/Shahtaj_Sugar_Mills_power_station
Pakistan,Sheikoo Sugar Mill power station,1,,,30,agricultural waste (solids),,,pre-construction,no conversion,2024,,Sheikhoo Sugar Mills LTD,,Sheikhoo Power Private LTD,,30.3040,71.0600,exact,,,,Punjab,Southern Asia,Asia,L200052,G200055,,,https://gem.wiki/Sheikoo_Sugar_Mill_power_station
Palestine,Zahrat Al Finjan Landfill Waste-to-Energy power station,1,,,40,refuse (municipal and industrial wastes),,,announced,no conversion,,,Amsterdam Waste Environmental Consultancy & Technology BV,,Amsterdam Waste Environmental Consultancy & Technology BV,,32.3873,35.2041,approximate,,Area B,,,Western Asia,Asia,L200327,G200363,,,https://gem.wiki/Zahrat_Al_Finjan_Landfill_Waste-to-Energy_power_station
Papua New Guinea,PNG Biomass power station,1,,,30,wood & other biomass (solids),,,pre-construction,no conversion,,,,,Oil Search LTD,,-6.6752,146.9265,approximate,,Lae District,,Morobe,Melanesia,Oceania,L200409,G200454,,,https://gem.wiki/PNG_Biomass_power_station
Paraguay,Paracel power station,1,Planta de biomasa Paracel,,220,paper mill wastes,,,construction,no conversion,2025,,Paracel SA,,Paracel SA,,-23.2600,-57.4975,approximate,Laguna Plato,,,Concepción,Latin America and the Caribbean,Americas,L200419,G200465,,,https://gem.wiki/Paracel_power_station
Peru,Maple Etanol power station,1,,,38,agricultural waste (solids),,,operating,no conversion,2012,,Agroaurora SAC,,Agroaurora SAC,,-4.9279,-80.8491,exact,Paita,,,Piura,Latin America and the Caribbean,Americas,L200540,G200616,,,https://gem.wiki/Maple_Etanol_power_station
Philippines,Alcala power station,1,,Alcala Tuguegarao,30,wood & other biomass (solids),,,cancelled,no conversion,,,,,Green Power Cagayan Philippines INC,,17.9405,121.6818,approximate,Alcala,,Cagayan,,South-eastern Asia,Asia,L200033,G200036,,,https://gem.wiki/Alcala_power_station
Philippines,Biscom power station,1,,,48,agricultural waste (solids),,,operating,no conversion,2019,,BISCOM INC,,BISCOM INC,,10.2001,122.8673,exact,,,,Negros Occidental,South-eastern Asia,Asia,L200070,G200074,,,https://gem.wiki/Biscom_power_station
Philippines,Central Azucarera Don Pedro power station,1,,,31,agricultural waste (solids),,,operating,no conversion,2018,,Central Azucarera Don Pedro INC,,Central Azucarera Don Pedro INC,,14.0503,120.6662,exact,,,,Batangas,South-eastern Asia,Asia,L200069,G200073,,,https://gem.wiki/Central_Azucarera_Don_Pedro_power_station
Philippines,Quezon City Waste-to-Energy power station,1,,,42,refuse (municipal and industrial wastes),,,announced,no conversion,,,,,Metro Pacific Investments CORP,,14.6763,121.0464,approximate,Quezon City,,National Capital Region,,South-eastern Asia,Asia,L200027,G200029,,,https://gem.wiki/Quezon_City_Waste-to-Energy_power_station
Philippines,URC-SONEDCO power station,1,,URC bioenergy plant,46,agricultural waste (solids),,,operating,no conversion,2015,,Universal Robina Corporation (URC),,Universal Robina Corporation (URC),,9.9587,122.8034,exact,Kabankalan,,,Negros Occidental,South-eastern Asia,Asia,L200071,G200075,,,https://gem.wiki/URC-SONEDCO_power_station
Portugal,Celbi power station,1,,,30,wood & other biomass (solids),,,operating,no conversion,2009,,,,EDP Bioeléctrica,,40.0542,-8.8705,exact,Figueira da Foz,Coimbra,,,Southern Europe,Europe,L200227,G200257,,,https://gem.wiki/Celbi_power_station
Portugal,Valorsul Waste-to-Energy  power station,1,,,50,refuse (municipal and industrial wastes),,,operating,no conversion,2000,,Valorsul,,Valorsul,,38.8279,-9.0817,exact,Loures,Lisbon,,,Southern Europe,Europe,L200313,G200349,,,https://gem.wiki/Valorsul_Waste-to-Energy__power_station
Puerto Rico,Arecibo Waste-to-Energy power station,1,Planta de biomasa Arecibo,"Planta de Generación de Energía Renovable y Recuperación de Recursos de Arecibo, Planta incineradora de Arecibo",79,refuse (municipal and industrial wastes),,,pre-construction,no conversion,,,Energy Answers Arecibo LLC,,Energy Answers Arecibo LLC,,18.4621,-66.7023,approximate,Arecibo,,,Puerto Rico,Latin America and the Caribbean,Americas,L200187,G200212,,,https://gem.wiki/Arecibo_Waste-to-Energy_power_station
Qatar,Domestic Solid Waste Management Center power station,1,,Doha Dswmc,50,refuse (landfill gas),refuse (municipal and industrial wastes),,operating,no conversion,2011,,Keppel Seghers,,Qatari Ministry of Municipality and Urban Planning,,25.0235,51.4520,exact,Mesaieed,Al Wakrah,,,Western Asia,Asia,L200323,G200359,,,https://gem.wiki/Domestic_Solid_Waste_Management_Center_power_station
Serbia,Vinca Waste-to-Energy power station,1,,Belgrade Waste-to-Energy,30,refuse (municipal and industrial wastes),,,construction,no conversion,2022,,,,Beo Čista Energija,,44.7716,20.6028,approximate,,City of Belgrade,,Central Serbia,Southern Europe,Europe,L200317,G200353,,,https://gem.wiki/Vinca_Waste-to-Energy_power_station
Sierra Leone,Makeni Bioethanol Plant power station,1,,,32,agricultural waste (solids),,,operating,no conversion,2014,,Sunbird Bioenergy Sierra Leone LTD,,Sunbird Bioenergy Sierra Leone LTD [75%]; Addax Bioenergy [25%],,8.7123,-12.2359,exact,,,,Tonkolili District,Sub-Saharan Africa,Africa,L200006,G200006,,,https://gem.wiki/Makeni_Bioethanol_Plant_power_station
Singapore,Tuas NEXUS power station,1,,,80,wastewater and sewage sludge (solids or biogas),refuse (municipal and industrial wastes),,construction,no conversion,2024,,,,,,1.2828,103.6462,exact,,Southwest,,,South-eastern Asia,Asia,L200059,G200063,,,https://gem.wiki/Tuas_NEXUS_power_station
Singapore,Tuas South Waste-to-Energy power station,1,,Tuas South Incinerator Plant,80,refuse (municipal and industrial wastes),,,operating,no conversion,2000,,Singapore Waste and Resource Management Department,,Singapore National Environment Agency,,1.2961,103.6206,exact,Singapore,Southwest,,,South-eastern Asia,Asia,L200084,G200089,,,https://gem.wiki/Tuas_South_Waste-to-Energy_power_station
Singapore,TuasOne Waste-to-Energy power station,1,,,120,refuse (municipal and industrial wastes),,,operating,no conversion,2021,,Mitsubishi Heavy Industries Environmental & Chemical Engineering ECO Creation Singapore CO LTD,,Mitsubishi Heavy Industries LTD; Mitsubishi Heavy Industries Environmental & Chemical Engineering ECO Creation Singapore CO LTD,,1.2993,103.6556,exact,,Southwest,,,South-eastern Asia,Asia,L200085,G200090,,,https://gem.wiki/TuasOne_Waste-to-Energy_power_station
South Korea,Daesan power station,1,,,110,wood & other biomass (solids),,,operating,no conversion,2021,,Daesan Power,,CGN Korea,,36.9601,126.4010,approximate,Daesan-eup,Seosan-si,Chungcheongnam-do,,Eastern Asia,Asia,L200038,G200041,,,https://gem.wiki/Daesan_power_station
South Korea,Poseung power station,1,,,43,wood & other biomass (solids),,,operating,no conversion,2018,,Poseung Green Power CO,,DL Energy,,36.9750,126.8542,exact,Pyeongtaek-si,,,,Eastern Asia,Asia,L200042,G200045,,,https://gem.wiki/Poseung_power_station
South Korea,Seokmun power station,1,,,39,wood & other biomass (solids),,,operating,no conversion,2013,,,,Seokmun Energy CO LTD,,36.9860,129.1458,exact,,Uljin-gun,,,Eastern Asia,Asia,L200044,G200047,,,https://gem.wiki/Seokmun_power_station
South Korea,Sudokwon Landfill power station,1,,,50,refuse (landfill gas),,,operating,no conversion,2007,,Ecoenergy,,Sudokwon Landfill Site Management CORP,,37.5765,126.6616,exact,Incheon,,,,Eastern Asia,Asia,L200048,G200051,,,https://gem.wiki/Sudokwon_Landfill_power_station
Spain,Cubillos del Sil power station,1,,Bierzo,50,wood & other biomass (solids),agricultural waste (solids),,operating,no conversion,2020,,,,Fuerzas Energéticas del Sur de Europa I SL,,42.6235,-6.5685,approximate,,El Bierzo,León,Castile and León,Southern Europe,Europe,L200229,G200259,,,https://gem.wiki/Cubillos_del_Sil_power_station
Spain,Curtis-Teixeiro power station,1,,,50,wood & other biomass (solids),,,operating,no conversion,2020,,Greenalia,,Greenalia,,43.1577,-8.0110,exact,,Betanzos,,Galicia,Southern Europe,Europe,L200230,G200260,,,https://gem.wiki/Curtis-Teixeiro_power_station
Spain,Curtis-Teixeiro power station,2,,,50,unknown,,,announced,no conversion,,,,,Greenalia,,43.1577,-8.0110,approximate,,Betanzos,,Galicia,Southern Europe,Europe,L200230,G200261,,,https://gem.wiki/Curtis-Teixeiro_power_station
Spain,El Ejido power station,1,,,40,agricultural waste (solids),,,pre-construction,no conversion,,,,,Ence Energía y Celulosa,,36.7732,-2.8108,approximate,,,Almeria,Andalusia,Southern Europe,Europe,L200236,G200267,,,https://gem.wiki/El_Ejido_power_station
Spain,Ence Cordoba power station,1,,,50,unknown,,,shelved,no conversion,,,,,Ence Energía y Celulosa,,37.8884,-4.7802,approximate,Cordova,,Cordova,Andalusia,Southern Europe,Europe,L200238,G200269,,,https://gem.wiki/Ence_Cordoba_power_station
Spain,Ence Navia power station,1,,,37,wood & other biomass (solids),,,operating,no conversion,1970,,,,Ence Energía y Celulosa,,43.5266,-6.7247,exact,,,Asturias,Asturias,Southern Europe,Europe,L200239,G200270,,,https://gem.wiki/Ence_Navia_power_station
Spain,Ence Navia power station,2,,,40,wood & other biomass (solids),,,operating,no conversion,2012,,,,Ence Energía y Celulosa,,43.5266,-6.7247,exact,,,Asturias,Asturias,Southern Europe,Europe,L200239,G200271,,,https://gem.wiki/Ence_Navia_power_station
Spain,La Zalia power station,1,,,50,wood & other biomass (solids),,,pre-construction,no conversion,,,,,Greenalia,,43.5099,-5.7767,approximate,Gijón/Xixón,,Asturias,Asturias,Southern Europe,Europe,L200259,G200292,WRI: WRI1022500,,https://gem.wiki/La_Zalia_power_station
Spain,Son Reus incineration power station,1,,,38,refuse (municipal and industrial wastes),,,operating,no conversion,2011,,,,Tirme,,39.6443,2.6824,exact,Palma,,,Balearic Islands,Southern Europe,Europe,L200300,G200335,,,https://gem.wiki/Son_Reus_incineration_power_station
Sudan,White Nile Sugar Factory power station,1,,,104,agricultural waste (solids),,,operating,no conversion,2012,,White Nile Sugar Company,,Kenana Sugar Company [30%],,14.0721,32.4686,exact,,Al Gutaina,,White Nile State,Northern Africa,Africa,L200015,G200017,WRI: WRI1023185,,https://gem.wiki/White_Nile_Sugar_Factory_power_station
Sweden,Bomhus Energi power station,1,,,90,wood & other biomass (solids),,,operating,no conversion,2013,,BillerudKorsnäs,,Bomhus Energi,,60.6815,17.2697,exact,Gävle,Gävleborg County,,,Northern Europe,Europe,L200222,G200252,,,https://gem.wiki/Bomhus_Energi_power_station
Sweden,Bristaverket power station,1,,,46,wood & other biomass (solids),,,operating,no conversion,1997,,,,Stockholm Exergi,,59.6095,17.8629,approximate,,Stockholm County,,,Northern Europe,Europe,L200225,G200255,,,https://gem.wiki/Bristaverket_power_station
Sweden,Eskilstuna power station,1,,,38,wood & other biomass (solids),,,operating,no conversion,1998,,,,Eskilstuna Energi och Miljö,,59.3807,16.4892,approximate,Eskilstuna,Södermanland County,,,Northern Europe,Europe,L200241,G200273,,,https://gem.wiki/Eskilstuna_power_station
Sweden,Hedenverket power station,1,,,55,wood & other biomass (solids),,,operating,no conversion,2015,,,,Karlstads Energi AB,,59.3866,13.5696,approximate,Karlstad,Värmland County,,,Northern Europe,Europe,L200246,G200278,,,https://gem.wiki/Hedenverket_power_station
Sweden,Högdalenverket power station,1,,,71,refuse (municipal and industrial wastes),biodiesel,,operating,no conversion,1969,,,,Stockholm Exergi,,59.2581,18.0603,exact,,Stockholm County,,,Northern Europe,Europe,L200248,G200280,,,https://gem.wiki/Högdalenverket_power_station
Sweden,Igelsta CHP power station,1,,,85,wood & other biomass (solids),refuse (municipal and industrial wastes),,operating,conversion from coal to bioenergy,2009,,,,Söderenergi,,59.1760,17.6646,exact,,Stockholm County,,,Northern Europe,Europe,L200204,G200230,,,https://gem.wiki/Igelsta_CHP_power_station
Sweden,Lövsta power station,1,,,620,wood & other biomass (solids),refuse (municipal and industrial wastes),biodiesel,pre-construction,no conversion,,,,,Stockholm Exergi,,59.3852,17.7859,exact,,Stockholm County,,,Northern Europe,Europe,L200264,G200297,,,https://gem.wiki/Lövsta_power_station
Sweden,Metsä Husum power station,1,,,130,paper mill wastes,,,pre-construction,no conversion,,,,,Metsä Board,,63.3280,19.1613,approximate,Grundsunda District,Västernorrland County,,,Northern Europe,Europe,L200267,G200300,,,https://gem.wiki/Metsä_Husum_power_station
Sweden,Moskogen Cogeneration power station,1,,,31,wood & other biomass (solids),,,operating,no conversion,2009,,,,Kalmar Energi,,56.6923,16.1835,approximate,,Kalmar County,,,Northern Europe,Europe,L200268,G200301,,,https://gem.wiki/Moskogen_Cogeneration_power_station
Sweden,Sävenäs Waste-to-Energy power station,1,,,42,refuse (municipal and industrial wastes),,,operating,no conversion,1974,,,,Renova,,57.7322,12.0529,exact,Gothenburg,Västra Götaland County,,,Northern Europe,Europe,L200288,G200323,,,https://gem.wiki/Sävenäs_Waste-to-Energy_power_station
Sweden,Skutskär Mill power station,1,,,46,wood & other biomass (solids),paper mill wastes,,operating,no conversion,2008,,,,Stora Enso,,60.6446,17.3870,exact,,Uppsala County,,,Northern Europe,Europe,L200292,G200327,,,https://gem.wiki/Skutskär_Mill_power_station
Sweden,Sobacken Cogeneration power station,1,,,45,wood & other biomass (solids),refuse (municipal and industrial wastes),,operating,no conversion,2019,,,,Borås Energy and Environment,,57.6533,12.9168,exact,,Västra Götaland County,,,Northern Europe,Europe,L200297,G200332,,,https://gem.wiki/Sobacken_Cogeneration_power_station
Sweden,Södra Cell Mönsterås Pulp Mill power station,1,,,142,paper mill wastes,,,operating,no conversion,1958,,Södra,,Södra,,57.0916,16.5461,exact,,Kalmar County,,,Northern Europe,Europe,L200298,G200333,,,https://gem.wiki/Södra_Cell_Mönsterås_Pulp_Mill_power_station
Sweden,Södra Cell Mörrum Pulp Mill power station,1,,,53,paper mill wastes,,,operating,no conversion,2011,,,,Södra,,56.1604,14.7632,exact,,Blekinge County,,,Northern Europe,Europe,L200299,G200334,,,https://gem.wiki/Södra_Cell_Mörrum_Pulp_Mill_power_station
Sweden,Torsvik power station,1,,,35,wood & other biomass (biocoal),,,operating,no conversion,2014,,,,Jönköping Energy,,57.6961,14.1535,exact,Jönköping,Jönköping County,,,Northern Europe,Europe,L200309,G200345,,,https://gem.wiki/Torsvik_power_station
Sweden,Värö Pulp Mill power station,1,,Sodra Cell Varo,127,wood & other biomass (solids),paper mill wastes,,operating,no conversion,2016,,Södra,,Södra,,57.2245,12.1770,exact,,Halland County,,,Northern Europe,Europe,L200315,G200351,,,https://gem.wiki/Värö_Pulp_Mill_power_station
Sweden,Västhamnsverket power station,1,,,70,wood & other biomass (solids),,,operating,conversion from coal to bioenergy,1982,,,,Öresundskraft,,56.0370,12.6936,exact,Helsingborg,Skåne County,,,Northern Europe,Europe,L200207,G200233,,,https://gem.wiki/Västhamnsverket_power_station
Taiwan,Bali Refuse Incineration power station,1,,,41,refuse (municipal and industrial wastes),,,operating,no conversion,1990,,Onyx Ta-Ho Environmental Services CO LTD,,Dahe Environmental Services CO LTD,,25.1359,121.3687,exact,New Taipei,,,,Eastern Asia,Asia,L200046,G200049,,,https://gem.wiki/Bali_Refuse_Incineration_power_station
Taiwan,Beitou Refuse incinerator power station,1,,,48,refuse (municipal and industrial wastes),,,operating,no conversion,1984,,Environmental Protection Bureau of Taipei City Government,,Environmental Protection Bureau of Taipei City Government,,25.1083,121.5003,exact,Taipei,,,,Eastern Asia,Asia,L200095,G200100,,,https://gem.wiki/Beitou_Refuse_incinerator_power_station
Taiwan,Gangshan EfW power station,1,,Okayama Incinerator bioenergy plant,38,refuse (municipal and industrial wastes),,,operating,no conversion,2001,,Xinding Okayama CO LTD,,Kaohsiung City Government,,22.8110,120.2694,exact,Kaohsiung,,,,Eastern Asia,Asia,L200067,G200071,,,https://gem.wiki/Gangshan_EfW_power_station
Taiwan,Kaohsiung South Incinerator power station,1,,,49,refuse (municipal and industrial wastes),,,operating,no conversion,2000,,,,,,22.5505,120.3765,exact,Kaohsiung,,,,Eastern Asia,Asia,L200053,G200056,,,https://gem.wiki/Kaohsiung_South_Incinerator_power_station
Taiwan,Renwu Refuse incineration power station,1,,,33,refuse (municipal and industrial wastes),,,operating,no conversion,1989,,SUEZ NWS,,Dahe Environmental Services CO LTD,,22.7002,120.3695,exact,Kaohsiung,,,,Eastern Asia,Asia,L200054,G200057,,,https://gem.wiki/Renwu_Refuse_incineration_power_station
Tanzania,Mufindi Paper Mills power station,1,,,36,wood & other biomass (solids),,,pre-construction,no conversion,,,,,Mufindi Paper Mills LTD,,-8.7283,35.2911,exact,,,Mufindi,Iringa Region,Sub-Saharan Africa,Africa,L200021,G200023,,,https://gem.wiki/Mufindi_Paper_Mills_power_station
Thailand,304 Industrial Park power station,National Power Plant 5A No 1,,304-Ip,98,agricultural waste (solids),wood & other biomass (solids),,operating,no conversion,2015,,National Power Plant 5A CO LTD,,,,13.9742,101.6280,approximate,,,,Prachin Buri Province,South-eastern Asia,Asia,L200029,G200032,,,https://gem.wiki/304_Industrial_Park_power_station
Thailand,304 Industrial Park power station,National Power Plant 9 No 1,,304-Ip,135,wood & other biomass (solids),,,operating,no conversion,,,Future Greenenergy CO LTD,,,,13.9742,101.6280,approximate,,,,Prachin Buri Province,South-eastern Asia,Asia,L200029,G200031,,,https://gem.wiki/304_Industrial_Park_power_station
Thailand,Khon Kaen Sugar Power power station,5,,,30,agricultural waste (solids),wood & other biomass (solids),,operating,no conversion,,,KSL Group,,,,16.7140,102.8454,exact,,,,Khon Kaen Province,South-eastern Asia,Asia,L200078,G200082,,,https://gem.wiki/Khon_Kaen_Sugar_Power_power_station
Thailand,Mitr Biopower Chaiyaphum power station,3,,Phu Khieo Bio-Energy Cogeneration,103,agricultural waste (solids),,,operating,no conversion,2004,,Phu Khieo Bio-Energy CO LTD,,Phu Khieo Bio-Energy CO LTD,,16.4822,102.1201,exact,,,,Chaiyaphum Province,South-eastern Asia,Asia,L200082,G200087,,,https://gem.wiki/Mitr_Biopower_Chaiyaphum_power_station
Thailand,Mitr Biopower Dan Chang power station,3,,Dan Chang Bio-Energy Cogeneration,41,agricultural waste (solids),,,operating,no conversion,2004,,Dan Chang Bio-Energy CO LTD,,Dan Chang Bio-Energy CO LTD,,14.8399,99.7624,exact,,,,Suphan Buri Province,South-eastern Asia,Asia,L200079,G200083,,,https://gem.wiki/Mitr_Biopower_Dan_Chang_power_station
Thailand,Mitr Biopower Dan Chang power station,4,,Dan Chang Bio-Energy Cogeneration,32,agricultural waste (solids),,,operating,no conversion,2012,,Dan Chang Bio-Energy CO LTD,,Dan Chang Bio-Energy CO LTD,,14.8399,99.7624,exact,,,,Suphan Buri Province,South-eastern Asia,Asia,L200079,G200084,,,https://gem.wiki/Mitr_Biopower_Dan_Chang_power_station
Thailand,Mitr Biopower Phu Luang power station,1,,Mitr Biopower Loei,41,agricultural waste (solids),,,operating,no conversion,2014,,Mitr Phol Bio-Power Phu Luang CO LTD,,Mitr Phol Bio-Power Phu Luang CO LTD,,17.1915,101.8215,exact,,,,Loei Province,South-eastern Asia,Asia,L200080,G200085,,,https://gem.wiki/Mitr_Biopower_Phu_Luang_power_station
Thailand,Mitr Kalasin power station,1,,,68,agricultural waste (solids),,,operating,no conversion,,,,,,,16.4658,104.0381,exact,,,,Kalasin Province,South-eastern Asia,Asia,L200081,G200086,,,https://gem.wiki/Mitr_Kalasin_power_station
Thailand,TPI Power power station,Tg6,,TPI Polene Power Waste Heat Recovery,90,refuse (municipal and industrial wastes),,,operating,no conversion,2015,,,,TPI Polene Power CO LTD,,14.6453,101.1254,exact,,,,Saraburi Province,South-eastern Asia,Asia,L200050,G200053,,,https://gem.wiki/TPI_Power_power_station
Türkiye,MAV Elektrik power station,1,,Mav Bolu Biomass,35,agricultural waste (syngas),,,operating,no conversion,2021,,,,MAV Elektrik Üretim Sanayi ve Ticaret AS,,40.4050,30.7881,approximate,,Göynük,,,Western Asia,Asia,L200198,G200224,,,https://gem.wiki/MAV_Elektrik_power_station
United Arab Emirates,Al Dhafra Waste Incinerator power station,1,,,95,refuse (municipal and industrial wastes),,,announced,no conversion,,,,,Emirates Water and Electricity Co (EWEC); Tadweer,,24.0293,54.3973,exact,Abu Dhabi,,,Abu Dhabi,Western Asia,Asia,L200322,G200358,,,https://gem.wiki/Al_Dhafra_waste_incinerator_power_station
United Arab Emirates,Dubai Waste Management Centre power station,1,,"Dubai Center For Waste, Dubai Center For Waste Wte 1",190,refuse (municipal and industrial wastes),,,construction,no conversion,2024,,Dubai Waste Management Company,,Dubai Municipality,,25.1588,55.4434,exact,Dubai,,,Dubai,Western Asia,Asia,L200324,G200360,,,https://gem.wiki/Dubai_Waste_Management_Centre_power_station
United Arab Emirates,Sharjah Waste-to-Energy Plant,1,,"Al-Sharjah, Al-Sharjah 1",30,refuse (municipal and industrial wastes),,,operating,no conversion,2022,,Emirates Waste to Energy Company,,Emirates Waste to Energy Company,,25.3086,55.6539,exact,Sharjah,,,Sharjah,Western Asia,Asia,L200325,G200361,,,https://gem.wiki/Sharjah_Waste-to-Energy_plant
United Arab Emirates,Tadweer Al Ain Waste Incinerator power station,1,,"Tadweer Al Ain, Tadweer Al Ain Wte",60,refuse (municipal and industrial wastes),,,announced,no conversion,,,,,Tadweer,,24.1391,55.8121,approximate,Al Ain,,,Abu Dhabi,Western Asia,Asia,L200326,G200362,,,https://gem.wiki/Tadweer_Al_Ain_waste_incinerator_power_station
United Kingdom,Avonmouth ERF power station,1,,Severn Road RRC,34,refuse (municipal and industrial wastes),,,operating,no conversion,2021,,Viridor,,Viridor,,51.5329,-2.6687,exact,Bristol,City of Bristol,West of England,England,Northern Europe,Europe,L200216,G200246,,,https://gem.wiki/Avonmouth_ERF_power_station
United Kingdom,Blackburn Meadows power station,1,,,30,wood & other biomass (solids),,,operating,conversion from coal to bioenergy,2015,,E.ON UK,,E.ON UK,,53.4204,-1.4007,exact,Sheffield,,South Yorkshire Mayoral Combined Authority,England,Northern Europe,Europe,L200201,G200227,"WRI: Gbr0000166, REPD-JL22: 166",,https://gem.wiki/Blackburn_Meadows_power_station
United Kingdom,Brigg Renewable Energy power station,1,,,40,wood & other biomass (solids),agricultural waste (solids),,operating,no conversion,2016,,BWSC,,Octopus Renewables,,53.5423,-0.5092,exact,,North Lincolnshire,,England,Northern Europe,Europe,L200224,G200254,REPD-JL22: 42,,https://gem.wiki/Brigg_Renewable_Energy_power_station
United Kingdom,Cardiff ERF power station,1,,Trident Park,30,refuse (municipal and industrial wastes),,,operating,no conversion,2015,,Viridor,,Viridor,,51.4711,-3.1504,exact,Cardiff,Cardiff,,Wales,Northern Europe,Europe,L200226,G200256,,,https://gem.wiki/Cardiff_ERF_power_station
United Kingdom,Dubar Waste-to-Energy power station,1,,,30,refuse (municipal and industrial wastes),,,operating,no conversion,2019,,Viridor,,Viridor,,55.9761,-2.4638,exact,,East Lothian,,Scotland,Northern Europe,Europe,L200231,G200262,,,https://gem.wiki/Dubar_Waste-to-Energy_power_station
